system:index,grid_id,latitude,longitude,ndvi,.geo
0000000000000000001e,HYD_0031,17.585407794098337,78.44565061800485,0.40615140079445095,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,HYD_0032,17.58553111036,78.4550659965373,0.5186465785450203,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,HYD_0033,17.585651132006713,78.46448028676369,0.44910013054015674,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,HYD_0034,17.58577155869844,78.47389568024911,0.33824575636678883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,HYD_0035,17.585891951881486,78.48331107805902,0.3361270818509172,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,HYD_0036,17.586012340004,78.49272648101093,0.3620865364520408,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,HYD_0037,17.58613049173897,78.50214186643697,0.3064008605200393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,HYD_0038,17.58624867383253,78.51155723214349,0.33018529701044314,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,HYD_0039,17.58636832573611,78.52097412445673,0.40810970723758316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,HYD_0040,17.586485737933316,78.53038877709804,0.437377742776774,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,HYD_0041,17.586603525097715,78.53980452567879,0.3630692473768712,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,HYD_0042,17.58671874469317,78.5492199268524,0.48533227951275404,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,HYD_0043,17.586836514912747,78.55863569362371,0.46051662181638914,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,HYD_0044,17.5755174485385,78.37987663380144,0.4388406988782794,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,HYD_0045,17.575640820638455,78.38929202888433,0.3217941067612768,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,HYD_0046,17.575763083636765,78.39870631848574,0.3134980658202487,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,HYD_0047,17.57588792526824,78.40811948385753,0.371384251745104,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,HYD_0048,17.576012035403892,78.41753413684448,0.2692690166504216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,HYD_0049,17.576134292384424,78.42694766496187,0.2961443575926161,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,HYD_0050,17.576255476864265,78.43636231729874,0.5053937800328157,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,HYD_0051,17.57637880885358,78.44577767661619,0.553940846135578,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,HYD_0052,17.576501070969723,78.45519196144232,0.5746181691223715,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,HYD_0053,17.57662112838026,78.46460627763643,0.5203165804538761,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,HYD_0054,17.576742238610038,78.47402164446211,0.33674970600614756,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,HYD_0055,17.576862263815176,78.48343595102892,0.34804886641116545,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,HYD_0056,17.57698155561611,78.49285172084367,0.32336188558398093,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,HYD_0057,17.57709970152834,78.5022663367129,0.38974627498829084,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,HYD_0058,17.577219338640802,78.51168099803705,0.2399301659858444,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,HYD_0059,17.57733680967052,78.5210963889751,0.367880900227445,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,HYD_0060,17.577455666362706,78.53051174740453,0.514402282840652,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,HYD_0061,17.57757348250577,78.53992600922149,0.43246079254980185,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,HYD_0062,17.577689423716023,78.5493414079902,0.453048818159303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,HYD_0063,17.57780535424635,78.55875682661879,0.44329380525687556,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,HYD_0064,17.57792129283025,78.56817221188997,0.46526812737295037,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,HYD_0065,17.578037249137036,78.57758761692354,0.41779052972853487,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,HYD_0066,17.578153180094557,78.58700300696319,0.3703006820185315,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,HYD_0067,17.578268353832513,78.59641990186236,0.4474855111897301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,HYD_0068,17.578381339703657,78.60583451242371,0.48017646796598745,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,HYD_0069,17.565857175802567,78.33294123194425,0.35127438264198607,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,HYD_0070,17.565984256590287,78.34235441277227,0.5066985186187527,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,HYD_0071,17.56610912455833,78.35176756863382,0.41956473146434153,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,HYD_0072,17.566236224578997,78.361180744498,0.31217059179450596,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,HYD_0073,17.566488503043363,78.38000817905987,0.33123463340227305,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,HYD_0074,17.566610782355408,78.38942248684701,0.33423451095238554,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,HYD_0075,17.566733386881264,78.39883562599661,0.3959563812780008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,HYD_0076,17.566858254068503,78.40824877955703,0.42526499681526864,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,HYD_0077,17.566980894543462,78.41766194666175,0.355811817118762,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,HYD_0078,17.567103507961328,78.42707510291777,0.3858259501405413,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,HYD_0079,17.567226491349537,78.4364893740968,0.36249165446962744,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,HYD_0080,17.56734876266658,78.44590364553699,0.3290791638589973,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,HYD_0081,17.56747102475775,78.4553179786137,0.517087617353101,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,HYD_0082,17.5675921527289,78.46473334083542,0.3938571160142182,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,HYD_0083,17.567712215961233,78.47414762352567,0.322421757150732,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,HYD_0084,17.567832570838934,78.48356076494143,0.30818194265786275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,HYD_0085,17.56795108015855,78.4929750369072,0.32734373209210466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,HYD_0086,17.56806853915573,78.50239044768749,0.3560254900254662,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,HYD_0087,17.568189292262396,78.51180472591675,0.469819179271628,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,HYD_0088,17.56830783131908,78.52121897686234,0.3985480142777883,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,HYD_0089,17.568424535007587,78.53063362827326,0.41751505545637124,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,HYD_0090,17.568542311148146,78.54004714337353,0.4241865699481199,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,HYD_0091,17.56866009500062,78.54946291052075,0.3537025809905628,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,HYD_0092,17.568775695776676,78.5588772161333,0.43465858551172576,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,HYD_0093,17.568891628486714,78.56829261289414,0.4187469415131748,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,HYD_0094,17.56900755604992,78.57770799068616,0.4000208517927209,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,HYD_0095,17.569122392308543,78.58712377817756,0.36920472954924666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,HYD_0096,17.569236077964913,78.59653842281168,0.4722991554476107,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,HYD_0097,17.569351251688452,78.60595306123679,0.6064812327586336,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,HYD_0098,17.569464262273204,78.6153684611338,0.5331971557483145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,HYD_0099,17.569577579180667,78.62478424105198,0.505558802719973,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,HYD_0100,17.556189880329654,78.28600920863883,0.4332640985727893,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,HYD_0101,17.556318035856094,78.29542197860081,0.45063309094383436,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,HYD_0102,17.556445143590437,78.30483590891266,0.3524060653192151,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,HYD_0103,17.556573335463327,78.31424871290127,0.494875487433215,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,HYD_0104,17.556700788481166,78.32366073429992,0.4147105852226672,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,HYD_0105,17.556827522043626,78.33307279269816,0.34448260780043194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,HYD_0106,17.556954604521994,78.34248595391533,0.29143459471237854,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,HYD_0107,17.55708056161127,78.3518987492598,0.2995513764797447,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,HYD_0108,17.557207662160287,78.36131268513476,0.23470650750039604,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,HYD_0109,17.557333594297184,78.37072544338761,0.2535731218999417,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,HYD_0110,17.557458471951886,78.38013861373143,0.16365256474349668,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,HYD_0111,17.557581094632745,78.38955176871904,0.33703595392661595,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,HYD_0112,17.557703733315257,78.39896493336282,0.33321956980828216,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,HYD_0113,17.557828604068828,78.40837808285534,0.47842458981689145,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,HYD_0114,17.557951219857,78.41779124409129,0.5352081752174409,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,HYD_0115,17.55807382354184,78.42720442586398,0.46294029007042403,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,HYD_0116,17.558196436413176,78.43661757418121,0.2659226596837783,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,HYD_0117,17.55831796647466,78.44603112649952,0.48674580092254277,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,HYD_0118,17.55844093271277,78.45544461673168,0.33830003435650335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,HYD_0119,17.558562115484758,78.46485931712593,0.4066348137125051,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,HYD_0120,17.55868252458045,78.47427244828356,0.3879719047921199,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,HYD_0121,17.558801797171796,78.48368597251938,0.36789974162307465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,HYD_0122,17.55891991338633,78.49309838708598,0.39772082916062773,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,HYD_0123,17.559039561090113,78.5025130584123,0.4428372528017698,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,HYD_0124,17.559158142823172,78.51192885506146,0.5556326977827799,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,HYD_0125,17.559276662903933,78.52134233614284,0.4209293393366028,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,HYD_0126,17.559393736897274,78.53075589030496,0.45542054609754706,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,HYD_0127,17.55951112895936,78.54017053791435,0.5102764193315092,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,HYD_0128,17.559628945646132,78.54958406934435,0.39340016535011274,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,HYD_0129,17.559745653020222,78.55899873503074,0.3951938273116717,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,HYD_0130,17.559861188359175,78.56841447122146,0.38849599901786136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,HYD_0131,17.559975637697605,78.57782837901836,0.4250668388199881,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,HYD_0132,17.56009081888807,78.58724227582816,0.35666504811974253,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,HYD_0133,17.56020493298845,78.59665809557518,0.590062612531159,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,HYD_0134,17.56032010074319,78.6060727294006,0.6657060922603565,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,HYD_0135,17.560434140673667,78.6154862264686,0.5136988375846826,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,HYD_0136,17.56054605488679,78.62490202818702,0.4729341134818979,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,HYD_0137,17.54650948466101,78.2390871875539,0.39394395510480257,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,HYD_0138,17.54663921610072,78.24849777121493,0.41927244075031456,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,HYD_0139,17.546771501345898,78.25790945580336,0.38099166241010735,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,HYD_0140,17.546901554903428,78.26732111513186,0.35570294438756694,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,HYD_0141,17.5470305243455,78.27673315214798,0.3829109140778612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,HYD_0142,17.54716054509241,78.28614405447837,0.31784918198292234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,HYD_0143,17.547289477055713,78.29555611555024,0.27453487706607654,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,HYD_0144,17.5474165593197,78.30496929101274,0.37365891071894136,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,HYD_0145,17.547544020522675,78.31438134351957,0.37421338524009773,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,HYD_0146,17.547671495348414,78.32379193572872,0.3470844990590997,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,HYD_0147,17.547798967245043,78.33320474725173,0.314478503769133,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,HYD_0148,17.547924929721106,78.34261750272947,0.2404568158342995,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,HYD_0149,17.54805236505125,78.3520295467148,0.28282370299480325,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,HYD_0150,17.548179058282784,78.36144160190456,0.2815189126268765,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,HYD_0151,17.548303914588484,78.3708547646274,0.2660645466065465,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,HYD_0152,17.548428780853985,78.38026791494704,0.4317689957715118,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,HYD_0153,17.548551421024722,78.38968108174048,0.3368511410608264,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,HYD_0154,17.548674412134314,78.39909313125935,0.29078078880058983,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,HYD_0155,17.54879891143233,78.40850515773825,0.4383206483040456,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,HYD_0156,17.548921539383326,78.41791833690208,0.5232743927314166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,HYD_0157,17.54904414108751,78.42733152081398,0.2745049238870496,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,HYD_0158,17.549166758388733,78.43674466520194,0.20315165204517419,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,HYD_0159,17.549287171189132,78.44615781210382,0.5692370603478281,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,HYD_0160,17.549408695665967,78.45557137600602,0.6093638975979522,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,HYD_0161,17.54953131118665,78.46498377555439,0.28957626928424673,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,HYD_0162,17.549651730997795,78.47439768911289,0.4686964383225417,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,HYD_0163,17.549769884738293,78.48381006532676,0.3726283129925388,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,HYD_0164,17.54988915525159,78.49322364045914,0.36161762693645855,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,HYD_0165,17.550009545492557,78.50263682654308,0.5289849959525318,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,HYD_0166,17.550128057274417,78.51205106785035,0.4537093975507917,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,HYD_0167,17.55024586059235,78.52146536000654,0.38284792563499664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,HYD_0168,17.550364036664266,78.53087851496088,0.4026653852970182,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,HYD_0169,17.5504799639144,78.54029169366748,0.42285706465867023,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,HYD_0170,17.550596668600456,78.54970637170624,0.5359824153173212,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,HYD_0171,17.550714420316023,78.55912133446253,0.41689224236554867,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,HYD_0172,17.550828881728634,78.56853524243876,0.34949856438851773,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,HYD_0173,17.550943735328175,78.57794879628719,0.40236860962977755,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,HYD_0174,17.551059687133836,78.58736195970273,0.4567023533481393,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,HYD_0175,17.551174867810353,78.59677659695143,0.5120020855458137,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,HYD_0176,17.55128782319929,78.60619122458712,0.46261085623639814,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,HYD_0177,17.55140189516244,78.61560627718418,0.45832324244071027,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,HYD_0178,17.551515941062622,78.62501977451866,0.4914603084330205,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,HYD_0179,17.55162821540411,78.63443444931252,0.42045004258095564,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,HYD_0180,17.537479115158007,78.239223212965,0.357517957919352,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,HYD_0181,17.537611400982993,78.24863414819143,0.3420975273306318,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,HYD_0182,17.537742211492905,78.25804509206911,0.31044524231835585,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,HYD_0183,17.53787222760345,78.26745599159287,0.27466440947413123,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,HYD_0184,17.538001192026638,78.2768680609508,0.37830305684960175,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,HYD_0185,17.538130504669976,78.2862789650833,0.1662297068514495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,HYD_0186,17.53825981419916,78.29568989558886,0.28660953856003807,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,HYD_0187,17.538387997710743,78.30510268065385,0.3021471648774151,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,HYD_0188,17.538515113546882,78.3145143880432,0.28309446436541696,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,HYD_0189,17.538643325273124,78.32392494013307,0.2721816903575508,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,HYD_0190,17.53877074173941,78.33333696730057,0.3754284837619389,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,HYD_0191,17.53889522504115,78.34274903706097,0.34596326439643543,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,HYD_0192,17.539021962628652,78.35216110488933,0.2608731231677423,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,HYD_0193,17.539149756944205,78.36157200967443,0.23550450578508744,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,HYD_0194,17.53927424920601,78.3709840714251,0.32609399167693337,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,HYD_0195,17.53939911237893,78.38039722372181,0.37013218114935487,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,HYD_0196,17.539521763555612,78.38981039294062,0.21155792105581747,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,HYD_0197,17.539644383250582,78.3992213347634,0.4199265451813392,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,HYD_0198,17.539769213705075,78.40863226941781,0.4002426291934795,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,HYD_0199,17.539891859088705,78.41804542975784,0.45660308415247397,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,HYD_0200,17.54001447303215,78.42745860150029,0.30141245524423893,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,HYD_0201,17.540137102745128,78.43687176390289,0.16637793043756888,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,HYD_0202,17.54025785298955,78.44628378263488,0.5055227174361266,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,HYD_0203,17.54037790025738,78.45569583859881,0.5940443420133,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,HYD_0204,17.540499397310953,78.46510940540371,0.3132341088081119,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,HYD_0205,17.540619791184344,78.47452179332612,0.34008425685467175,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,HYD_0206,17.540739091181774,78.48393532350714,0.23834700969197348,"{""type"":""MultiPoint"",""coordinates"":[]}"
