system:index,bare_fraction,builtup_fraction,cropland_fraction,grid_id,latitude,longitude,vegetation_fraction,water_fraction,.geo
0000000000000000018a,0.02509421589228386,0.2829610475065447,0.0769205862189858,HYD_0395,17.50624680380618,78.61619634475791,0.6150241503821857,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018b,0.013086592693626286,0.25387915353632184,0.3924212821621309,HYD_0396,17.506359045701434,78.62560877080266,0.3406129716079214,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018c,0.006595198820370946,0.10914175283643449,0.4987645172941512,HYD_0397,17.506471245176705,78.63501969174045,0.38549853104904325,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d,0.005425109624590458,0.09947610260243703,0.5853117381235221,HYD_0398,17.506582353523676,78.64443174849575,0.30978704964945086,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e,0.006535964744432128,0.13573899920110616,0.48751141941781273,HYD_0399,17.50669383888477,78.65384491734811,0.37021361663664937,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f,0.0031466466997833818,0.08309874108055856,0.6117435820067089,HYD_0400,17.492468195191645,78.24931565072444,0.3020110302129491,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000190,9.496785803534217E-5,0.0,0.3625168940370987,HYD_0401,17.492598588314074,78.25872396715476,0.5832169821896156,0.05417115591524991,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000191,0.002944044166993785,0.0012345991668038453,0.2152608374716305,HYD_0402,17.49272792159272,78.26813267030246,0.6250460879779471,0.15551443121662595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000192,0.0,0.07145412958982422,0.26526323549725944,HYD_0403,17.492857598190177,78.27754247708148,0.6632826349129162,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000193,0.002279260849114049,0.5925951582093798,0.0024163144426555478,HYD_0404,17.49298658613288,78.28695231027474,0.4027092664988503,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000194,0.0015198966768278713,0.11181820247631401,0.002089857930638323,HYD_0405,17.493114758959837,78.2963606226848,0.8845720429162195,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000195,0.0016148571326395594,0.15428274267186398,4.4888185578562145E-4,HYD_0406,17.49324184237217,78.30577009587334,0.8436535183397105,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000196,0.0025872628606181504,0.5769223750380346,0.008214289571583983,HYD_0407,17.49337003868949,78.31517841438648,0.4122760725297637,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000197,0.001412612435458546,0.914077559982958,0.014573780602257799,HYD_0408,17.493497124585982,78.32458712061519,0.06993604697932589,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198,0.007027880611690044,0.7893952372794245,0.10948112118345488,HYD_0409,17.493623467906115,78.33399653117058,0.09409576092543075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,0.016409998509909103,0.8881027417672476,0.019041871554164806,HYD_0410,17.49375020678789,78.34340713424368,0.07644538816867828,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,0.006656144158853617,0.7907299635982808,0.06818153039174864,HYD_0411,17.493876156931766,78.35281548304744,0.13443236185111718,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,0.0313922455306366,0.8097627686254827,0.010766992742801094,HYD_0412,17.4940010154407,78.36222417936642,0.13383472535788807,0.014243267743192149,"{""type"":""MultiPoint"",""coordinates"":[]}"
